2013-10-15 14:55:10 [INFO] [ForgeModLoader] Forge Mod Loader version 6.4.3.883 for Minecraft 1.6.4 loading
2013-10-15 14:55:10 [INFO] [ForgeModLoader] Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_21, running on Windows 8:amd64:6.2, installed at C:\Program Files\Java\jre7
2013-10-15 14:55:10 [FINE] [ForgeModLoader] Java classpath at launch is C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\minecraftforge\minecraftforge\9.11.0.883\minecraftforge-9.11.0.883.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\minecraft\launchwrapper\1.7\launchwrapper-1.7.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\ow2\asm\asm-all\4.1\asm-all-4.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\scala-lang\scala-library\2.10.2\scala-library-2.10.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\scala-lang\scala-compiler\2.10.2\scala-compiler-2.10.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\lzma\lzma\0.0.1\lzma-0.0.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\sf\jopt-simple\jopt-simple\4.5\jopt-simple-4.5.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\codecjorbis\20101023\codecjorbis-20101023.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\codecwav\20101023\codecwav-20101023.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\libraryjavasound\20101123\libraryjavasound-20101123.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\librarylwjglopenal\20100824\librarylwjglopenal-20100824.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\soundsystem\20120107\soundsystem-20120107.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\argo\argo\2.25_fixed\argo-2.25_fixed.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\bouncycastle\bcprov-jdk15on\1.47\bcprov-jdk15on-1.47.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\google\guava\guava\14.0\guava-14.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\apache\commons\commons-lang3\3.1\commons-lang3-3.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\commons-io\commons-io\2.4\commons-io-2.4.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\java\jinput\jinput\2.0.5\jinput-2.0.5.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\java\jutils\jutils\1.0.0\jutils-1.0.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\google\code\gson\gson\2.2.2\gson-2.2.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\lwjgl\lwjgl\lwjgl\2.9.0\lwjgl-2.9.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\lwjgl\lwjgl\lwjgl_util\2.9.0\lwjgl_util-2.9.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\versions\1.6.4-Forge9.11.0.883\1.6.4-Forge9.11.0.883.jar
2013-10-15 14:55:10 [FINE] [ForgeModLoader] Java library path at launch is C:\Users\cédric\AppData\Roaming\.minecraft\versions\1.6.4-Forge9.11.0.883\1.6.4-Forge9.11.0.883-natives-510312070840968
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Enabling runtime deobfuscation
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Instantiating coremod class FMLCorePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Loaded coremod FMLCorePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Instantiating coremod class FMLForgePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Loaded coremod FMLForgePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] All fundamental core mods are successfully located
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Discovering coremods
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.AccessTransformer
2013-10-15 14:55:11 [INFO] [STDOUT] Loaded 40 rules from AccessTransformer config file fml_at.cfg
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.ForgeAccessTransformer
2013-10-15 14:55:11 [INFO] [STDOUT] Loaded 109 rules from AccessTransformer config file forge_at.cfg
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.EventTransformer
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Running coremod plugins
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Running coremod plugin FMLCorePlugin
net.minecraft.server.MinecraftServer=[net/minecraft/server/MinecraftServer : net.minecraft.server.MinecraftServer => net.minecraft.server.MinecraftServer (true) size 25663]	
aqz=[aqz : aqz => net.minecraft.block.Block (true) size 48515]	
aqy=[aqy : aqy => net.minecraft.block.BlockPane (true) size 4245]	
abr=[abr : abr => net.minecraft.world.Explosion (true) size 5891]	
of=[of : of => net.minecraft.entity.EntityLivingBase (true) size 32397]	
arg=[arg : arg => net.minecraft.block.BlockTorch (true) size 4649]	
arf=[arf : arf => net.minecraft.block.BlockSnow (true) size 3497]	
abw=[abw : abw => net.minecraft.world.World (true) size 62717]	
arm=[arm : arm => net.minecraft.block.BlockVine (true) size 6536]	
ark=[ark : ark => net.minecraft.block.BlockTripWireSource (true) size 7037]	
og=[og : og => net.minecraft.entity.EntityLiving (true) size 18999]	
bbs=[bbs : bbs => net.minecraft.client.model.TexturedQuad (true) size 1696]	
arj=[arj : arj => net.minecraft.block.BlockLog (true) size 2952]	
ari=[ari : ari => net.minecraft.block.BlockTrapDoor (true) size 4620]	
aab=[aab : aab => net.minecraft.item.crafting.FurnaceRecipes (true) size 4015]	
arw=[arw : arw => net.minecraft.tileentity.TileEntityBeacon (true) size 6177]	
arx=[arx : arx => net.minecraft.tileentity.TileEntityBrewingStand (true) size 6074]	
aaf=[aaf : aaf => net.minecraft.item.crafting.CraftingManager (true) size 13127]	
asg=[asg : asg => net.minecraft.tileentity.TileEntityFurnace (true) size 6407]	
aaw=[aaw : aaw => net.minecraft.enchantment.EnchantmentHelper (true) size 7690]	
aau=[aau : aau => net.minecraft.enchantment.Enchantment (true) size 3893]	
asp=[asp : asp => net.minecraft.tileentity.TileEntity (true) size 6902]	
aon=[aon : aon => net.minecraft.block.BlockGrass (true) size 3310]	
aos=[aos : aos => net.minecraft.block.BlockSand (true) size 2351]	
bdb=[bdb : bdb => net.minecraft.client.multiplayer.ChunkProviderClient (true) size 2949]	
bdc=[bdc : bdc => net.minecraft.client.multiplayer.PlayerControllerMP (true) size 8870]	
aoy=[aoy : aoy => net.minecraft.block.BlockLadder (true) size 3003]	
bdd=[bdd : bdd => net.minecraft.client.multiplayer.WorldClient (true) size 9287]	
aoz=[aoz : aoz => net.minecraft.block.BlockLeaves (true) size 7573]	
apb=[apb : apb => net.minecraft.block.BlockLever (true) size 5734]	
apd=[apd : apd => net.minecraft.block.BlockFlowing (true) size 5090]	
apc=[apc : apc => net.minecraft.block.BlockFluid (true) size 9176]	
apj=[apj : apj => net.minecraft.block.BlockMushroom (true) size 2377]	
mk=[mk : mk => net.minecraft.util.WeightedRandomChestContent (true) size 2389]	
bdy=[bdy : bdy => net.minecraft.client.particle.EntityFireworkStarterFX (true) size 6752]	
apl=[apl : apl => net.minecraft.block.BlockNetherStalk (true) size 3530]	
apk=[apk : apk => net.minecraft.block.BlockMycelium (true) size 2731]	
aps=[aps : aps => net.minecraft.block.BlockPortal (true) size 5179]	
bcp=[bcp : bcp => net.minecraft.client.model.ModelBox (true) size 2433]	
apy=[apy : apy => net.minecraft.block.BlockPumpkin (true) size 3644]	
bcf=[bcf : bcf => net.minecraft.client.model.PositionTextureVertex (true) size 892]	
bcy=[bcy : bcy => net.minecraft.client.multiplayer.GuiConnecting (true) size 3396]	
aqb=[aqb : aqb => net.minecraft.block.BlockRedstoneWire (true) size 8522]	
aqe=[aqe : aqe => net.minecraft.block.BlockReed (true) size 3170]	
aqi=[aqi : aqi => net.minecraft.block.BlockSapling (true) size 3649]	
aqk=[aqk : aqk => net.minecraft.block.BlockSkull (true) size 6382]	
nj=[nj : nj => net.minecraft.potion.PotionEffect (true) size 5033]	
bcw=[bcw : bcw => net.minecraft.client.multiplayer.NetClientHandler (true) size 36744]	
bcu=[bcu : bcu => net.minecraft.client.model.ModelRenderer (true) size 4781]	
jx=[jx : jx => net.minecraft.entity.EntityTrackerEntry (true) size 11005]	
jy=[jy : jy => net.minecraft.network.NetLoginHandler (true) size 6525]	
afp=[afp : afp => net.minecraft.world.gen.feature.WorldGenDungeons (true) size 3585]	
avb=[avb : avb => net.minecraft.client.gui.GuiCreateWorld (true) size 8901]	
jv=[jv : jv => net.minecraft.entity.player.EntityPlayerMP (true) size 20040]	
afo=[afo : afo => net.minecraft.world.gen.feature.WorldGenHugeTrees (true) size 4521]	
bfj=[bfj : bfj => net.minecraft.client.renderer.ItemRenderer (true) size 14073]	
jw=[jw : jw => net.minecraft.item.ItemInWorldManager (true) size 7971]	
afr=[afr : afr => net.minecraft.world.gen.feature.WorldGenTaiga1 (true) size 2467]	
bfe=[bfe : bfe => net.minecraft.client.renderer.EntityRenderer (true) size 28498]	
afq=[afq : afq => net.minecraft.world.gen.feature.WorldGenMinable (true) size 2544]	
jr=[jr : jr => net.minecraft.world.gen.ChunkProviderServer (true) size 6996]	
js=[js : js => net.minecraft.world.WorldServer (true) size 20019]	
bfq=[bfq : bfq => net.minecraft.client.renderer.Tessellator (true) size 7118]	
jq=[jq : jq => net.minecraft.server.management.PlayerInstance (true) size 4525]	
auy=[auy : auy => net.minecraft.client.gui.GuiControls (true) size 1967]	
afg=[afg : afg => net.minecraft.world.gen.feature.WorldGenShrub (true) size 1456]	
bfr=[bfr : bfr => net.minecraft.client.renderer.RenderBlocks (true) size 122909]	
bfl=[bfl : bfl => net.minecraft.client.renderer.RenderGlobal (true) size 40467]	
jm=[jm : jm => net.minecraft.entity.EntityTracker (true) size 5493]	
afl=[afl : afl => net.minecraft.world.gen.feature.WorldGenBigMushroom (true) size 2773]	
aga=[aga : aga => net.minecraft.world.gen.feature.WorldGenTrees (true) size 4288]	
kd=[kd : kd => net.minecraft.network.NetworkListenThread (true) size 2427]	
ka=[ka : ka => net.minecraft.network.NetServerHandler (true) size 23231]	
afx=[afx : afx => net.minecraft.world.gen.feature.WorldGenTaiga2 (true) size 2803]	
avj=[avj : avj => net.minecraft.client.gui.GuiIngame (true) size 19884]	
afy=[afy : afy => net.minecraft.world.gen.feature.WorldGenSwamp (true) size 3186]	
afz=[afz : afz => net.minecraft.world.gen.feature.WorldGenTallGrass (true) size 1109]	
aem=[aem : aem => net.minecraft.world.gen.MapGenRavine (true) size 5323]	
beh=[beh : beh => net.minecraft.client.particle.EffectRenderer (true) size 5644]	
aeq=[aeq : aeq => net.minecraft.world.gen.MapGenCaves (true) size 5736]	
aep=[aep : aep => net.minecraft.world.gen.ChunkProviderHell (true) size 12943]	
aee=[aee : aee => net.minecraft.world.chunk.storage.AnvilChunkLoader (true) size 10370]	
zz=[zz : zz => net.minecraft.item.crafting.RecipeFireworks (true) size 3773]	
aei=[aei : aei => net.minecraft.world.WorldProvider (true) size 9582]	
bey=[bey : bey => net.minecraft.client.entity.EntityOtherPlayerMP (true) size 3659]	
bex=[bex : bex => net.minecraft.client.entity.EntityPlayerSP (true) size 11958]	
afc=[afc : afc => net.minecraft.world.gen.feature.WorldGenDeadBush (true) size 1040]	
bes=[bes : bes => net.minecraft.client.particle.EntityDiggingFX (true) size 2881]	
lg=[lg : lg => net.minecraft.util.CryptManager (true) size 5162]	
awq=[awq : awq => net.minecraft.client.gui.achievement.GuiAchievements (true) size 9923]	
la=[la : la => net.minecraft.stats.StatList (true) size 6201]	
aew=[aew : aew => net.minecraft.world.gen.feature.WorldGenBigTree (true) size 7224]	
aet=[aet : aet => net.minecraft.world.gen.ChunkProviderGenerate (true) size 13463]	
lc=[lc : lc => net.minecraft.logging.LogAgent (true) size 2730]	
aeu=[aeu : aeu => net.minecraft.world.gen.ChunkProviderEnd (true) size 8482]	
bfa=[bfa : bfa => net.minecraft.client.renderer.WorldRenderer (true) size 5157]	
awg=[awg : awg => net.minecraft.client.gui.GuiSlot (true) size 7189]	
aex=[aex : aex => net.minecraft.world.gen.feature.WorldGenForest (true) size 2541]	
adr=[adr : adr => net.minecraft.world.chunk.Chunk (true) size 21412]	
zh=[zh : zh => net.minecraft.item.ItemBlock (true) size 3855]	
bhj=[bhj : bhj => net.minecraft.client.renderer.entity.RenderPlayer (true) size 13450]	
ata=[ata : ata => net.minecraft.util.MovingObjectPosition (true) size 1081]	
bho=[bho : bho => net.minecraft.client.renderer.entity.RenderSnowMan (true) size 2777]	
ast=[ast : ast => net.minecraft.block.BlockPistonBase (true) size 9440]	
hn=[hn : hn => net.minecraft.server.management.ServerConfigurationManager (true) size 19703]	
bhu=[bhu : bhu => net.minecraft.client.renderer.entity.RenderVillager (true) size 2882]	
acq=[acq : acq => net.minecraft.world.biome.BiomeGenBase (true) size 8626]	
yh=[yh : yh => net.minecraft.item.ItemMap (true) size 6143]	
ye=[ye : ye => net.minecraft.item.ItemStack (true) size 14629]	
is=[is : is => net.minecraft.server.dedicated.DedicatedServer (true) size 10066]	
bgl=[bgl : bgl => net.minecraft.client.renderer.entity.RenderManager (true) size 9404]	
yc=[yc : yc => net.minecraft.item.Item (true) size 30813]	
yd=[yd : yd => net.minecraft.item.EnumToolMaterial (true) size 2100]	
acl=[acl : acl => net.minecraft.world.ChunkCache (true) size 6497]	
yb=[yb : yb => net.minecraft.item.ItemHoe (true) size 2422]	
aci=[aci : aci => net.minecraft.world.SpawnerAnimals (true) size 7002]	
acg=[acg : acg => net.minecraft.world.WorldType (true) size 5531]	
atv=[atv : atv => net.minecraft.client.Minecraft (true) size 38494]	
acf=[acf : acf => net.minecraft.world.IBlockAccess (true) size 752]	
aul=[aul : aul => net.minecraft.client.settings.GameSettings (true) size 15902]	
bgw=[bgw : bgw => net.minecraft.client.renderer.entity.RenderItem (true) size 11792]	
yx=[yx : yx => net.minecraft.item.ItemShears (true) size 3596]	
yw=[yw : yw => net.minecraft.item.ItemSeeds (true) size 2008]	
bgu=[bgu : bgu => net.minecraft.client.renderer.entity.RenderBiped (true) size 9300]	
yv=[yv : yv => net.minecraft.item.ItemSeedFood (true) size 1895]	
je=[je : je => net.minecraft.server.gui.StatsComponent (false) size 4603]	
yq=[yq : yq => net.minecraft.item.EnumRarity (true) size 1042]	
iy=[iy : iy => net.minecraft.server.ServerListenThread (true) size 3680]	
acv=[acv : acv => net.minecraft.world.biome.WorldChunkManager (true) size 5290]	
acu=[acu : acu => net.minecraft.world.biome.BiomeDecorator (true) size 9242]	
bhb=[bhb : bhb => net.minecraft.client.renderer.entity.RendererLivingEntity (true) size 11696]	
yi=[yi : yi => net.minecraft.item.ItemBucketMilk (true) size 1145]
2013-10-15 14:55:12 [INFO] [ForgeModLoader] Found valid fingerprint for Minecraft Forge. Certificate fingerprint e3c3d50c7c986df74c645c0ac54639741c90a557
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.ClientBrandRetriever (input size 303), found 1 patch
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.ClientBrandRetriever (new size 685)
2013-10-15 14:55:12 [INFO] [ForgeModLoader] Found valid fingerprint for Minecraft. Certificate fingerprint cd99959656f753dc28d863b46769f7f8fbaefcfc
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Coremod plugin FMLCorePlugin run successfully
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Running coremod plugin FMLForgePlugin
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Coremod plugin FMLForgePlugin run successfully
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Validating minecraft
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Minecraft validated, launching...
2013-10-15 14:55:12 [INFO] [ForgeModLoader] Launching wrapped minecraft {net.minecraft.client.main.Main}
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.Minecraft (input size 35292), found 1 patch
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.Minecraft (new size 41576)
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.World (input size 45383), found 1 patch
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.World (new size 65890)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.IBlockAccess (input size 367), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.IBlockAccess (new size 743)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.multiplayer.WorldClient (input size 7164), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.multiplayer.WorldClient (new size 9616)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.gui.GuiIngame (input size 16609), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.gui.GuiIngame (new size 20799)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.gui.GuiIngame (input size 16609), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.gui.GuiIngame (new size 20799)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.gui.GuiMainMenu (input size 12121), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.gui.GuiMainMenu (new size 14850)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.multiplayer.GuiConnecting (input size 2649), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.multiplayer.GuiConnecting (new size 3652)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.EntityLivingBase (input size 26419), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.EntityLivingBase (new size 33399)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.Entity (input size 26871), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.Entity (new size 38606)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.entity.EntityPlayerSP (input size 9154), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.entity.EntityPlayerSP (new size 12305)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.player.EntityPlayer (input size 25630), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.player.EntityPlayer (new size 38277)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.gui.inventory.GuiContainer (input size 11952), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.gui.inventory.GuiContainer (new size 14211)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.util.ResourceLocation (input size 1404), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.util.ResourceLocation (new size 1749)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.server.MinecraftServer (input size 18778), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.server.MinecraftServer (new size 27501)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.WorldServer (input size 15048), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.WorldServer (new size 20910)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.network.packet.Packet (input size 7307), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.network.packet.Packet (new size 8741)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.logging.LogAgent (input size 2400), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.logging.LogAgent (new size 3379)
2013-10-15 14:55:13 [INFO] [Minecraft-Client] Setting user: KetsuekiN
2013-10-15 14:55:13 [INFO] [Minecraft-Client] (Session ID is token:a6eca9782648429f829eb09df24a99d3:f9c99b1ac9324ccfb848a634631de181)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.stats.StatList (input size 5774), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.stats.StatList (new size 6557)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.Block (input size 30308), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.Block (new size 49789)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.item.EntityItem (input size 5611), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.item.EntityItem (new size 8314)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.creativetab.CreativeTabs (input size 3544), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.creativetab.CreativeTabs (new size 5751)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockGrass (input size 2419), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockGrass (new size 3500)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockSapling (input size 2895), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockSapling (new size 3914)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFlower (input size 1521), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFlower (new size 3588)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFlowing (input size 4256), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFlowing (new size 5156)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFluid (input size 7019), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFluid (new size 9810)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockSand (input size 1643), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockSand (new size 2370)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockLog (input size 2019), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockLog (new size 3135)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockLeaves (input size 5721), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockLeaves (new size 8191)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.tileentity.TileEntity (input size 4609), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.tileentity.TileEntity (new size 7518)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockRailBase (input size 2404), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockRailBase (new size 4363)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockPistonBase (input size 7463), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockPistonBase (new size 9704)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockTallGrass (input size 2180), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockTallGrass (new size 3946)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockMushroom (input size 1825), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockMushroom (new size 2645)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockTorch (input size 3338), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockTorch (new size 4781)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFire (input size 6323), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFire (new size 9610)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockChest (input size 7113), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockChest (new size 9237)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockRedstoneWire (input size 6640), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockRedstoneWire (new size 8844)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockCrops (input size 3092), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockCrops (new size 4989)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFarmland (input size 2760), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFarmland (new size 4018)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.tileentity.TileEntityFurnace (input size 5347), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.tileentity.TileEntityFurnace (new size 6635)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockDoor (input size 5421), found 1 patch
